,date,game,platform,score
1920,2013-04-23,Monster Loves You,PC,6.5
1921,2013-04-23,LEGO City Undercover: The Chase Begins,3DS,5.5
1922,2013-04-22,Dishonored: Knife of Dunwall,"PC,PS3,Xbox 360",8
1923,2013-04-22,God Mode,"PC,PS3,Xbox 360",7
1924,2013-04-22,Dead Island: Riptide,"PC,PS3,Xbox 360",5
1925,2013-04-20,Fish Out of Water,"iPad,iPhone",7
1926,2013-04-20,Injustice: Gods Among Us,"Android,iPad,iPhone,PC,PS3,PS4,PSVita,Wii,Wii-U,Xbox 360",8.5
1927,2013-04-20,Injustice: Gods Among Us (mobile),"iPad,iPhone",7
1928,2013-04-19,Dillon's Rolling Western: The Last Ranger,3DS,7.5
1929,2013-04-19,Sacred Citadel,"PC,PS3,Xbox 360",6
1930,2013-04-18,ShootMania Storm,PC,8
1931,2013-04-18,Cities in Motion 2,"Mac OS,PC",7.5
1932,2013-04-17,Terraria,"3DS,Android,iPad,iPhone,Mac OS,PC,PS3,PS4,PSVita,Wii-U,Xbox 360,Xbox One",8
1933,2013-04-17,Call of Duty: Black Ops II: Uprising,"PC,PS3,Wii-U,Xbox 360",9
1934,2013-04-17,Age of Empires II HD Edition,PC,8
1935,2013-04-17,Pandora's Tower,Wii,8
1936,2013-04-16,Shin Megami Tensei: Devil Summoner: Soul Hackers,3DS,8.5
1937,2013-04-12,Sonic Dash,"Android,iPad,iPhone",7
1938,2013-04-10,Tekken Card Tournament,"Android,iPad,iPhone,Mac OS,PC",5
1939,2013-04-09,Metal Gear Rising: Revengeance: Jetstream,"PS3,Xbox 360",6
1940,2013-04-09,Afterfall: InSanity Extended Edition,PC,3
1941,2013-04-09,Hyperdimension Neptunia Victory,PS3,6.5
1942,2013-04-09,Guacamelee!,"PS3,PSVita",9
1943,2013-04-08,Slayin',"iPad,iPhone",9
1944,2013-04-06,Receiver,"Mac OS,PC",8.5
1945,2013-04-05,Tactical Intervention,PC,4.5
1946,2013-04-05,Badland,"Android,iPad,iPhone,Wii-U",9
1947,2013-04-05,Dungeon Hearts,"iPad,iPhone,Mac OS,PC",7
1948,2013-04-04,Edge of Twilight: Athyr Above,"iPad,iPhone",3.5
1949,2013-04-04,Evoland,PC,7.5
1950,2013-04-04,Toki Tori 2,"Mac OS,PC,Wii-U",7
1951,2013-04-03,BattleBlock Theater,"PC,Xbox 360,Xbox One",9
1952,2013-04-02,Ms. Splosion Man,"iPad,iPhone,PC,Xbox 360",9.5
1953,2013-04-02,The Organ Trail: Director's Cut,PC,8
1954,2013-03-30,DLC Quest,"PC,Xbox 360",7.5
1955,2013-03-29,Dead or Alive 5 Plus,PSVita,8
1956,2013-03-29,Sword of the Stars: The Pit,PC,7.5
1957,2013-03-28,Army of Two: The Devil's Cartel,"PC,PS3,Xbox 360",4
1958,2013-03-26,Cognition: An Erica Reed Thriller - The Wise Monkey,"iPad,PC",7.5
1959,2013-03-26,Tiger Woods PGA Tour 14,"PS3,Xbox 360",7
1960,2013-03-25,HarmoKnight,3DS,9
1961,2013-03-22,Pokémon Mystery Dungeon: Gates to Infinity,3DS,8
1962,2013-03-22,The Walking Dead: Survival Instinct,"PC,PS3,Wii-U,Xbox 360",2
1963,2013-03-21,Naruto Shippuden: Ultimate Ninja Storm 3,"PS3,Xbox 360",8
1964,2013-03-21,Sniper: Ghost Warrior 2,"PC,PS3,Xbox 360",3
1965,2013-03-21,Luigi's Mansion: Dark Moon,3DS,9.5
1966,2013-03-20,Assassin's Creed III: The Betrayal,"PC,PS3,Xbox 360",6
1967,2013-03-20,Monster Hunter 3 Ultimate,"3DS,Wii-U",9
1968,2013-03-19,StarCraft II: Heart of the Swarm,"Mac OS,PC",9
1969,2013-03-17,Gears of War: Judgment,Xbox 360,9
1970,2013-03-16,Ridiculous Fishing,"Android,iPad,iPhone",10
1971,2013-03-16,Vampire Crystals,Wii,5
1972,2013-03-15,Darkstalkers Resurrection,"PS3,Xbox 360",8.5
1973,2013-03-15,Dead Space 3: Awakened,"PC,PS3,Xbox 360",5.5
1974,2013-03-14,The Showdown Effect,"Mac OS,PC",8.5
1975,2013-03-12,Super House of Dead Ninjas,PC,9
1976,2013-03-12,Naruto Powerful Shippuden,3DS,8
1977,2013-03-12,Atelier Ayesha: The Alchemist of Dusk,PS3,6
1978,2013-03-11,Castlevania: Lords of Shadow - Mirror of Fate,3DS,5.5
1979,2013-03-11,LEGO City Undercover,"PC,PS4,Switch,Wii-U,Xbox One",7
1980,2013-03-09,Richard & Alice,PC,7
1981,2013-03-09,phantom breaker: battle grounds,"PSVita,Xbox 360",8
1982,2013-03-08,ATV Wild Ride 3D,3DS,6.5
1983,2013-03-08,The Banner Saga Factions,"Android,Mac OS,PC",7
1984,2013-03-08,SimCity,"Mac OS,PC",4
1985,2013-03-07,The Bridge,"PC,Xbox 360",9
1986,2013-03-07,Kersploosh!,3DS,7.5
1987,2013-03-07,God of War: Ascension,"PS3,PSVita",9
1988,2013-03-06,DmC: Devil May Cry,"PC,PS3,Xbox 360",9
1989,2013-03-06,DmC: Devil May Cry: Vergil's Downfall,"PC,PS3,Xbox 360",7.5
1990,2013-03-06,Mass Effect 3: Citadel,"PC,PS3,Xbox 360",8
1991,2013-03-06,Dollar Dash,"PC,PS3,Xbox 360",6
1992,2013-03-05,Cognition: An Erica Reed Thriller - The Hangman,"iPad,PC",7.5
1993,2013-03-05,Dynasty Warriors 7: Empires,PS3,5
1994,2013-03-05,Tomb Raider,"Film or TV,iPad,iPhone,Mac OS,PC,PS1,PS3,PS4,Xbox 360,Xbox One",8.5
1995,2013-03-04,AvP: Evolution,"Android,iPad,iPhone",2
1996,2013-03-02,Driftmoon,"Mac OS,PC",7.5
1997,2013-03-01,March of the Eagles,PC,7
1998,2013-03-01,Ninja Gaiden Sigma 2 Plus,PSVita,5.5
1999,2013-03-01,Etrian Odyssey IV: Legends of the Titan,3DS,9
2000,2013-02-28,"BIT.TRIP Presents: Runner 2, Future Legend of Rhythm Alien","iPhone,Mac OS,PC,PS3,PS4,PSVita,Wii-U,Xbox 360",9
2001,2013-02-27,Impire,PC,3.5
2002,2013-02-26,Star Wars Pinball,"Android,iPad,iPhone,PC,PS3,PSVita,Xbox 360",9.5
2003,2013-02-20,Assassin's Creed III: Tyranny of King Washington: The Infamy,"PC,PS3,Xbox 360",6.5
2004,2013-02-19,Urban Trial Freestyle,"3DS,PS3,PSVita",6.5
2005,2013-02-19,Crysis 3,"PC,PS3,Xbox 360",7.5
2006,2013-02-19,Capcom Arcade Cabinet,"PS3,Xbox 360",8
2007,2013-02-19,Metal Gear Rising: Revengeance,"PC,PS3,Xbox 360",9
2008,2013-02-18,Serious Sam Double D XXL,Xbox 360,6.5
2009,2013-02-13,Bentley's Hack Pack,"PS3,PSVita",7
2010,2013-02-12,Special Forces: Team X,"PC,Xbox 360",3
2011,2013-02-12,Sly Cooper: Thieves in Time,"PS3,PSVita",7
2012,2013-02-12,Aliens: Colonial Marines,"DS,PC,PS3,PSVita,Wii-U,Xbox 360",2.5
2013,2013-02-08,Proteus,"PC,PS3,PSVita",8.5
2014,2013-02-08,Dead Space 3,"PC,PS3,Xbox 360",8
2015,2013-02-07,Fist of the North Star: Ken's Rage 2,"PS3,Wii-U,Xbox 360",3.5
2016,2013-02-04,Dungeonland,"Mac OS,PC",8
2017,2013-02-04,Aero Porter,3DS,8.5
2018,2013-02-03,Omerta: City of Gangsters,"PC,Xbox 360",5
2019,2013-02-03,Tokyo Crash Mobs,3DS,8.5
2020,2013-02-02,Croixleur,PC,7
2021,2013-02-02,Cart Life,PC,6.5
2022,2013-02-01,Call of Duty: Black Ops II: Revolution,"PC,PS3,Wii-U,Xbox 360",6
2023,2013-01-31,Euro Truck Simulator 2,PC,8.5
2024,2013-01-31,Antichamber,"Mac OS,PC",8.5
2025,2013-01-31,Puddle,"PSVita,Wii-U",6.5
2026,2013-01-30,Ikachan,3DS,6.5
2027,2013-01-30,Skulls of the Shogun,"iPad,iPhone,PC,Xbox 360",7.5
2028,2013-01-30,Fire Emblem: Awakening,3DS,9
2029,2013-01-29,Kentucky Route Zero,"Mac OS,PC,PS4,Switch,Xbox One",9.5
2030,2013-01-29,Boob Wars: Big Breasts vs Flat Chests,PC,1.5
2031,2013-01-27,DJMAX Technika Tune,PSVita,8
2032,2013-01-26,Might & Magic Clash of Heroes,"Android,iPhone",7
2033,2013-01-26,Westerado,"Mac OS,PC",7
2034,2013-01-25,Corpse Party: Book of Shadows,"PSP,PSVita",7
2035,2013-01-25,Strike Suit Zero,PC,7.5
2036,2013-01-23,Borderlands 2: Sir Hammerlock's Big Game Hunt,"PC,PS3,Xbox 360",4.5
2037,2013-01-22,The Cave,"Android,iPad,iPhone,PC,PS3,Wii-U,Xbox 360",7.5
2038,2013-01-21,Ni no Kuni: Wrath of the White Witch,PS3,9
2039,2013-01-17,Krunch,"Mac OS,PC",8
2040,2013-01-15,AirMech,PC,8.5
2041,2013-01-14,Kinect Party,Xbox 360,7
2042,2013-01-13,Final Fantasy All the Bravest,"iPad,iPhone",1
2043,2013-01-11,Fire Pro Wrestling,Xbox 360,2
2044,2013-01-11,Anarchy Reigns,"PS3,Xbox 360",8.5
2045,2013-01-10,Seduce Me,"Mac OS,PC",5
2046,2013-01-10,Joe Danger Touch,"iPad,iPhone",9
2047,2013-01-09,Assassin's Creed III,"PC,PS3,Wii-U,Xbox 360",7.5
2048,2013-01-08,Gunman Clive,"3DS,Android,iPad,iPhone",8
2049,2013-01-06,Forge,PC,6
2050,2013-01-06,The Sims 3: Seasons,"Mac OS,PC",5
2051,2013-01-04,A New Beginning: Final Cut,"Mac OS,PC",4
2052,2012-12-20,Ace of Spades,PC,5
2053,2012-12-19,Street Fighter X Mega Man,PC,7
2054,2012-12-17,AirBuccaneers,PC,7.5
2055,2012-12-17,Guardians of Middle-earth,"PC,PS3,Xbox 360",6.5
2056,2012-12-14,Crimson Shroud,3DS,8
2057,2012-12-13,Black Knight Sword,"PS3,Xbox 360",6.5
2058,2012-12-12,Skylanders: Battlegrounds,"Android,iPad,iPhone",5
2059,2012-12-11,Grand Theft Auto: Vice City: 10 Year Anniversary,"Android,iPad,iPhone",7.5
2060,2012-12-08,Midway Arcade Origins,"PS3,Xbox 360",6
2061,2012-12-08,The Elder Scrolls V: Skyrim: Dragonborn,"PC,PS3,Xbox 360",8.5
2062,2012-12-07,Mass Effect 3: Omega,"PC,PS3,Xbox 360",6
2063,2012-12-07,PlanetSide 2,"PC,PS3,PS4",7.5
2064,2012-12-07,Uncharted: Fight for Fortune,PSVita,7.5
2065,2012-12-06,Baldur's Gate: Enhanced Edition,"Android,iPad,Mac OS,PC",8.5
2066,2012-12-04,Transformers Prime: The Game,"Wii,Wii-U",4
2067,2012-12-03,Derrick the Deathfin,"Mac OS,PC,PS3",7.5
2068,2012-11-30,Borderlands 2: Mr. Torgue's Campaing of Carnage,"PC,PS3,Xbox 360",7
2069,2012-11-30,Borderlands 2: Mr. Torgue's Campaign of Carnage,"PC,PS3,Xbox 360",7
2070,2012-11-29,Far Cry 3,"PC,PS3,Xbox 360",8
2071,2012-11-28,Under Defeat HD,PS3,6.5
2072,2012-11-26,Tekken Tag Tournament 2: Wii U Edition,Wii-U,8
2073,2012-11-24,Disney Epic Mickey: Power of Illusion,"3DS,PS3",6
2074,2012-11-24,Zone of the Enders HD Collection,"PS3,PS4,PSVita,Xbox 360",8
2075,2012-11-23,The Walking Dead: No Time Left,"iPad,iPhone,PC,PS3,Xbox 360",9.5
2076,2012-11-22,The Testament of Sherlock Holmes,"PC,PS3,Xbox 360",7.5
2077,2012-11-22,Adventure Time: Hey Ice King! Why'd you steal our garbage?,"3DS,DS",7.5
2078,2012-11-22,,,
2079,2012-11-21,Pid,"Mac OS,PC,PS3,Xbox 360",7.5
2080,2012-11-21,Chasing Aurora,Wii-U,6.5
2081,2012-11-21,Warriors Orochi 3 Hyper,Wii-U,5
2082,2012-11-20,Mighty Switch Force! Hyper Drive Edition,"PC,Wii-U",9
2083,2012-11-20,Family Guy: Back to the Multiverse,"PC,PS3,Xbox 360",2
2084,2012-11-20,PlayStation All-Stars Battle Royale,"PS3,PSVita",9
2085,2012-11-20,Call of Duty: Black Ops: Declassified,PSVita,1.5
2086,2012-11-19,Super Monkey Ball: Banana Splitz,PSVita,5.5
2087,2012-11-19,Sonic & All-Stars Racing Transformed,"3DS,Android,iPad,iPhone,PC,PS3,PSVita,Wii-U,Xbox 360",8
2088,2012-11-19,Hitman Absolution,"PC,PS3,Xbox 360",8.5
2089,2012-11-18,Tank! Tank! Tank!,Wii-U,4.5
2090,2012-11-18,Rabbids Land,"Wii,Wii-U",5
2091,2012-11-18,ZombiU,Wii-U,8
2092,2012-11-18,Scribblenauts Unlimited,"3DS,PC,Wii,Wii-U",5
2093,2012-11-17,Batman: Arkham City Armored Edition,Wii-U,7
2094,2012-11-17,New Super Mario Bros. U,Wii-U,8.5
2095,2012-11-17,Nintendo Land,Wii-U,7
2096,2012-11-17,Disney Epic Mickey 2: The Power of Two,"3DS,Mac OS,PC,PS3,PSVita,Wii,Wii-U,Xbox 360",2
2097,2012-11-16,Professor Layton and the Miracle Mask,3DS,8.5
2098,2012-11-15,Magical Drop V,"PC,Xbox 360",4.5
2099,2012-11-14,Warlords,"PS3,Xbox 360",8
2100,2012-11-13,Natural Selection 2,PC,8.5
2101,2012-11-13,Ninja Gaiden 3: Razor's Edge,"PS3,Wii-U,Xbox 360",5.5
2102,2012-11-10,NiGHTS into dreams...,"PC,PS3,Xbox 360",7
2103,2012-11-10,Zero Escape: Virtue's Last Reward,"3DS,PSVita",9.5
2104,2012-11-06,Chaos on Deponia,PC,7.5
2105,2012-11-06,Lucius,PC,3
2106,2012-11-06,Paper Mario Sticker Star,3DS,8
2107,2012-11-05,Cargo Commander,"Mac OS,PC",6
2108,2012-11-05,A Game of Dwarves,"Mac OS,PC,PS3",6
2109,2012-11-05,Persona 4 Golden,PSVita,10
2110,2012-11-03,Giana Sisters: Twisted Dreams,"PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",8.5
2111,2012-11-03,Shad'O,PC,6.5
2112,2012-11-03,WWE '13,"PS3,Wii,Xbox 360",8
2113,2012-11-02,Liberation Maiden,"3DS,iPad,iPhone",8
2114,2012-11-02,Ravaged,PC,6
2115,2012-11-02,One Piece: Pirate Warriors,PS3,6.5
2116,2012-11-01,Street Fighter X Tekken,"PC,PS3,PS4,PSVita,Xbox 360",8.5
2117,2012-11-01,LittleBigPlanet Karting,PS3,6.5
2118,2012-11-01,Chivalry: Medieval Warfare,"PC,PS3,Xbox 360",8.5
2119,2012-11-01,Borderlands Legends,"iPad,iPhone",5
2120,2012-11-01,Assassin's Creed III: Liberation,PSVita,8
2121,2012-11-01,Halo 4,Xbox 360,10
2122,2012-10-31,Thundercats,DS,1
2123,2012-10-31,Sleeping Dogs: Nightmare in North Point,"PC,PS3,Xbox 360",6
2124,2012-10-30,Ragnarok Odyssey,PSVita,9
2125,2012-10-30,Need for Speed Most Wanted,"iPhone,PC,PS3,PSVita,Wii-U,Xbox 360",8.5
2126,2012-10-29,007 Legends,"PC,PS3,Xbox 360",3
2127,2012-10-29,Painkiller Hell & Damnation,"PC,PS3,Xbox 360",8
2128,2012-10-25,NightSky,"3DS,PC",8
2129,2012-10-25,Orgarhythm,PSVita,8
2130,2012-10-25,Alea Jacta Est,PC,8
2131,2012-10-24,Punch Quest,"Android,iPhone",7.5
2132,2012-10-24,Silent Hill: Book of Memories,"PS4,PSP,PSVita",6.5
2133,2012-10-24,Medal of Honor: Warfighter,"PC,PS3,Xbox 360",5
2134,2012-10-23,"The ""Denpa"" Men: They Came By Wave",3DS,8.5
2135,2012-10-23,Hotline Miami,"Mac OS,PC,PS3,PS4,PSVita",9
2136,2012-10-22,Edna & Harvey: Harvey's New Eyes,PC,5.5
2137,2012-10-20,Dragon Ball Z For Kinect,Xbox 360,4.5
2138,2012-10-20,The Last Express,"iPad,iPhone,PC",8
2139,2012-10-19,DOOM 3: BFG Edition,"PC,PS3,Xbox 360",8
2140,2012-10-19,Dokuro,"Android,iPhone,PC,PSVita",7
2141,2012-10-18,Skylanders Giants,"3DS,DS,Mac OS,PC,PS3,Wii,Wii-U,Xbox 360",8
2142,2012-10-17,New Little King's Story,PSVita,7
2143,2012-10-17,The Walking Dead: Around Every Corner,"Mac OS,PC,PS3,Xbox 360",7.5
2144,2012-10-16,Borderlands 2: Captain Scarlett and Her Pirate's Booty,"PC,PS3,Xbox 360",8
2145,2012-10-16,Naughty Bear: Panic in Paradise,"PS3,Xbox 360",2.5
2146,2012-10-16,Worms Revolution,"PC,PS3,Xbox 360",8
2147,2012-10-15,Half-Minute Hero: Super Mega Neo Climax Ultimate Boy,PC,7.5
2148,2012-10-15,Of Orcs and Men,"PC,PS3,Xbox 360",8
2149,2012-10-15,The Unfinished Swan,"PS3,PS4,PSVita",7.5
2150,2012-10-15,Dance Central 3,Xbox 360,9
2151,2012-10-12,Forza Horizon,Xbox 360,9
2152,2012-10-11,Tiny Troopers,"iPad,iPhone,PC",5
2153,2012-10-11,War of the Roses,PC,8
2154,2012-10-10,NHL 13,"PS3,Xbox 360",8.5
2155,2012-10-07,Dishonored,"PC,PS3,Xbox 360",9
2156,2012-10-07,Fable: The Journey,Xbox 360,3.5
2157,2012-10-05,Code of Princess,"3DS,PC",9
2158,2012-10-05,Sonic Adventure 2 HD,"PS3,Xbox 360",6.5
2159,2012-10-04,Cave Story,"3DS,DS,PC,Wii",9.5
2160,2012-10-04,Pokemon White Version 2,"3DS,DS",7.5
2161,2012-10-04,Pokemon Black Version 2,"3DS,DS",7.5
2162,2012-10-01,Resident Evil 6,"PC,PS3,PS4,Xbox 360,Xbox One",3
2163,2012-09-25,Dead Or Alive 5,"PS3,Xbox 360",8.5
2164,2012-09-25,Hell Yeah! Wrath of the Dead Rabbit,"PC,PS3,Xbox 360",6
2165,2012-09-24,Torchlight II,"Mac OS,PC",9
2166,2012-09-23,Black Mesa,PC,8
2167,2012-09-22,Rayman Jungle Run,"Android,iPad,iPhone,PC",9
2168,2012-09-20,FTL: Faster Than Light,"iPad,Mac OS,PC",9
2169,2012-09-19,Kirby's Dream Collection,Wii,8
2170,2012-09-19,Realms of Ancient War,"PC,PS3,Xbox 360",3
2171,2012-09-18,Thirty Flights of Loving,PC,9.5
2172,2012-09-18,Way of the Samurai 4,"PC,PS3",7
2173,2012-09-17,Borderlands 2,"Mac OS,PC,PS3,PSVita,Xbox 360",8.5
2174,2012-09-14,Joe Danger 2: The Movie,"PC,PS3,PSVita,Xbox 360",9
2175,2012-09-13,Tokyo Jungle,PS3,7.5
2176,2012-09-12,Jet Set Radio,"Android,iPad,iPhone,PC,PS3,PSVita,Xbox 360",6.5
2177,2012-09-12,Ratchet & Clank Collection,"PS3,PSVita",9.5
2178,2012-09-12,LittleBigPlanet PS Vita,PSVita,8.5
2179,2012-09-11,Snapshot,"Mac OS,PC,PS3,PSVita",8.5
2180,2012-09-11,Tekken Tag Tournament 2,"PS3,Wii-U,Xbox 360",7.5
2181,2012-09-10,Super Hexagon,"Android,iPad,iPhone",10
2182,2012-09-10,Tower Wars,PC,6
2183,2012-09-09,Horn,"Android,iPad,iPhone",6
2184,2012-09-08,Mark of the Ninja,"PC,Xbox 360",10
2185,2012-09-06,JoJo's Bizarre Adventure HD Ver.,"PS3,Xbox 360",5.5
2186,2012-09-04,They Bleed Pixels,"PC,Xbox 360",7.5
2187,2012-08-31,The Walking Dead: Long Road Ahead,"PC,PS3,Xbox 360",9
2188,2012-08-29,Damage Inc. Pacific Squadron WWII,"PC,PS3,Xbox 360",3
2189,2012-08-28,Starvoid,PC,7.5
2190,2012-08-28,"Lights, Camera, Party!",PS3,6
2191,2012-08-27,Rock Band Blitz,"PS3,Xbox 360",8
2192,2012-08-25,Madden 13,"PS3,PSVita,Wii,Wii-U,Xbox 360",8
2193,2012-08-24,Papo & Yo,"PC,PS3",8.5
2194,2012-08-24,Counter-Strike: Global Offensive,"Mac OS,PC,PS3,Xbox 360",9.5
2195,2012-08-23,Rainbow Moon,"PS3,PS4,PSVita",6
2196,2012-08-21,Transformers: Fall of Cybertron,"PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",7
2197,2012-08-20,Retrograde,PS3,7.5
2198,2012-08-18,Neo Aquarium,PC,3
2199,2012-08-18,Sound Shapes,"PS3,PS4,PSVita",7
2200,2012-08-15,Unchained Blades,"3DS,PSP,PSVita",4
2201,2012-08-15,Rhythm Thief and the Emperor's Treasure,3DS,7
2202,2012-08-14,The Last Story,Wii,4
2203,2012-08-14,Darksiders II,"PC,PS3,PSVita,Wii-U,Xbox 360",9
2204,2012-08-14,Sleeping Dogs,"PC,PS3,Xbox 360",9
2205,2012-08-13,Hybrid,"PS1,Xbox 360",8
2206,2012-08-13,Rigonauts,"Android,iPad,iPhone,PC",5.5
2207,2012-08-13,Dust: An Elysian Tail,"iPhone,Mac OS,PC,PS4,Xbox 360",8.5
2208,2012-08-10,Starhawk,PS3,7
2209,2012-08-07,The Expendables 2 Videogame,"PC,PS3,Xbox 360",3.5
2210,2012-08-07,Persona 4 Arena,"PS3,Xbox 360",9
2211,2012-08-06,Deponia,"PC,PS4",7
2212,2012-08-03,Anna,"PC,PS3",3
2213,2012-08-02,Mario Tennis Open,3DS,7.5
2214,2012-08-01,La-Mulana,"PC,PSVita,Wii",8
2215,2012-07-31,Growlanser: Wayfarer of Time,PSP,7
2216,2012-07-30,New Super Mario Bros. 2,3DS,7
2217,2012-07-30,Deadlight,"PC,Xbox 360",4
2218,2012-07-27,NCAA Football 13,"PS3,Xbox 360",5.5
2219,2012-07-27,Orcs Must Die! 2,PC,9
2220,2012-07-25,Hoodwink,PC,2
2221,2012-07-24,Wreckateer,Xbox 360,9
2222,2012-07-23,The Dark Eye: Chains of Satinav,PC,6.5
2223,2012-07-22,Intrusion 2,"Mac OS,PC",9
2224,2012-07-20,The Act,"iPad,iPhone,Mac OS",5.5
2225,2012-07-19,Dyad,"Mac OS,PC,PS3",7
2226,2012-07-18,Johnny Kung Fu,3DS,6
2227,2012-07-18,Tony Hawk Pro Skater HD,"PS3,Xbox 360",4.5
2228,2012-07-16,Heroes of Ruin,3DS,7
2229,2012-07-13,Endless Space,PC,7.5
2230,2012-07-12,Tiny and Big: Grandpa's Leftovers,"Mac OS,PC",7.5
2231,2012-07-11,DiRT SHOWDOWN,"PC,PS3,Xbox 360",7
2232,2012-07-11,Thomas Was Alone,"Android,iPad,Mac OS,PC,PS3,PS4,PSVita,Wii-U,Xbox One",9
2233,2012-07-07,Ether Vapor Remaster,PC,4.5
2234,2012-07-06,Oniken,"Mac OS,PC",7
2235,2012-07-04,The Journey Down: Over the Edge,"Mac OS,PC",8
2236,2012-07-02,The Walking Dead: Starved For Help,"Mac OS,PC,PS3,Xbox 360",9
2237,2012-07-02,Theatrhythm Final Fantasy,3DS,7
2238,2012-07-02,Spelunky,"PC,PS3,PS4,PSVita,Xbox 360",9.5
2239,2012-07-01,The Real Texas,PC,8.5
2240,2012-06-29,Resident Evil Chronicles HD Selection,PS3,8
2241,2012-06-29,Magic the Gathering: Duels of the Planeswalkers 2013,"iPad,PC,PS3,Xbox 360",8
2242,2012-06-28,LEGO Batman 2: DC Super Heroes,"3DS,DS,PC,PS3,PSVita,Wii,Wii-U,Xbox 360",7.5
2243,2012-06-27,Bomb Monkey,3DS,7.5
2244,2012-06-27,The Amazing Spider-Man,"3DS,DS,PC,PS3,Wii,Wii-U,Xbox 360",7
2245,2012-06-26,Revelations 2012,PC,1
2246,2012-06-26,Spec Ops: The Line,"PC,PS3,Xbox 360",8
2247,2012-06-25,Virtua Fighter 5: Final Showdown,"PS3,Xbox 360",8.5
2248,2012-06-25,Krater,PC,5.5
2249,2012-06-22,Resonance,PC,9
2250,2012-06-21,Quantum Condundrum,"PC,PS3,Xbox 360",10
2251,2012-06-20,Civilization V: Gods and Kings,PC,8.5
2252,2012-06-20,Adventure Time - Legends of Ooo: Big Hollow Princess,iPhone,4
2253,2012-06-19,Steel Battalion: Heavy Armor,Xbox 360,3
2254,2012-06-14,Babel Rising,"PC,PS3,Xbox 360",5.5
2255,2012-06-14,Gemini Wars,"Mac OS,PC",4
2256,2012-06-12,Inversion,"PC,PS3,Xbox 360",5
2257,2012-06-11,Lollipop Chainsaw,"PS3,Xbox 360",9
2258,2012-06-11,Iron Front: Liberation 1944,PC,7
2259,2012-06-11,Pokemon Conquest,DS,8
2260,2012-05-31,Joy Ride Turbo,Xbox 360,5
2261,2012-05-30,Mad Riders,"PC,PS3,Xbox 360",7
2262,2012-05-28,Resistance: Burning Skies,"PS4,PSVita",2
2263,2012-05-28,Velocity,"PS3,PSP",7
2264,2012-05-25,The Dream Machine,PC,8
2265,2012-05-24,Diablo III,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",8.5
2266,2012-05-24,Gravity Rush,"PS4,PSVita",6.5
2267,2012-05-22,Ghost Recon: Future Soldier,"PC,PS3,Xbox 360",9
2268,2012-05-21,Dragon's Dogma,"PC,PS3,Xbox 360",7.5
2269,2012-05-21,Sorcery,PS3,6
2270,2012-05-18,Warlock - Master of the Arcane,PC,7.5
2271,2012-05-17,Akai Katana,Xbox 360,9
2272,2012-05-16,Sniper Elite V2,"PC,PS3,Wii-U,Xbox 360",5.5
2273,2012-05-14,Max Payne 3,"Mac OS,PC,PS3,Xbox 360",9
2274,2012-05-09,Sonic the Hedgehog 4: Episode 2,"Android,iPad,iPhone,PC,PS3,Wii,Xbox 360",5
2275,2012-05-07,Battleship,"3DS,DS,PS3,Wii,Xbox 360",5
2276,2012-05-07,Minecraft: Xbox 360 Edition,Xbox 360,7.5
2277,2012-05-06,A Valley Without Wind,"Mac OS,PC",6.5
2278,2012-05-04,Awesomenauts,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",9.5
2279,2012-05-03,Naruto Shippuden: Ultimate Ninja Storm Generations,"PS3,Xbox 360",6.5
2280,2012-05-03,MLB 12 The Show,"PS3,PSVita",8.5
2281,2012-05-02,Deep Black: Reloaded,PC,1
2282,2012-05-01,Mortal Kombat,"PC,PS3,PS4,PSVita,Xbox 360",9
2283,2012-04-30,Fable Heroes,Xbox 360,3.5
2284,2012-04-29,Skullgirls,"Android,iPad,iPhone,PC,PS3,Xbox 360",8
2285,2012-04-28,Botinicula,PC,8
2286,2012-04-27,Confrontation,PC,5
2287,2012-04-27,The Walking Dead: A New Day,"iPad,iPhone,Mac OS,PC,PS3,Xbox 360",8
2288,2012-04-26,Dillon's Rolling Western,3DS,4
2289,2012-04-25,The Pinball Arcade,"Android,iPad,PS3,PSVita,Xbox 360",9
2290,2012-04-25,Kingdoms of Amalur: Reckoning - Teeth of Naros,"PC,PS3,Xbox 360",7
2291,2012-04-24,CRUSH3D,3DS,6
2292,2012-04-24,Mortal Kombat Komplete Edition,"PC,PS3,Xbox 360",7
2293,2012-04-23,Tribes: Ascend,"PC,Xbox 360",8
2294,2012-04-23,Doctor Lautrec and the Forgotten Knights,3DS,2
2295,2012-04-23,Bloodforge,"PS3,Xbox 360",6.5
2296,2012-04-23,Prototype 2,"PC,PS3,PS4,Xbox 360",8
2297,2012-04-23,Risen 2: Dark Waters,"PC,PS3,Xbox 360",7
2298,2012-04-20,Trials Evolution,Xbox 360,9
2299,2012-04-19,Colors! 3D,3DS,9
2300,2012-04-18,Space Ark,"PC,Xbox 360",6
2301,2012-04-18,Blacklight: Retribution,"PC,PS4",9
2302,2012-04-13,FIFA Street,"PS2,PS3,Xbox 360",4.5
2303,2012-04-13,World Gone Sour,"PS3,Xbox 360",6
2304,2012-04-13,Spirit Camera: The Cursed Memoir,3DS,1
